latitude,longitude,u_current,v_current,magnitude
5.0,65.0,0.1862400274039841,-0.16841077486906533,0.2510926858740329
5.0,65.20202020202021,-0.03954471092049233,0.40968671653279787,0.4115908039123449
5.0,65.4040404040404,0.2847283766002815,0.30150766417386676,0.4147012418561258
5.0,65.60606060606061,0.008585334123868579,0.30882111777778704,0.30894043236122437
5.0,65.8080808080808,0.249931979646272,0.3649024423708977,0.4422892570458284
5.0,66.01010101010101,0.4805884494734064,0.31422476612258154,0.5741972321528935
5.0,66.21212121212122,-0.18358150293567102,-0.16052775033056887,0.24386743703560188
5.0,66.41414141414141,0.038248662145901155,0.1542142152218574,0.15888670281821776
5.0,66.61616161616162,0.049065658797410136,0.14537287355759768,0.15342982513063472
5.0,66.81818181818181,0.06053552922422539,0.48849712998312644,0.4922336805829205
5.0,67.02020202020202,0.08260749749842967,0.2943272410387361,0.3057000547275504
5.0,67.22222222222223,0.07204698718779745,0.23386809508106515,0.2447142297858561
5.0,67.42424242424242,0.4213889175357538,0.28364363532198306,0.5079589862189904
5.0,67.62626262626263,0.39461536220616966,0.1664141997373801,0.4282697397240892
5.0,67.82828282828282,0.2707283245166112,0.1521685829635106,0.31056255945734085
5.0,68.03030303030303,-0.23341625936961763,0.5728864590999176,0.618613001122791
5.0,68.23232323232324,0.13858910732792803,0.09686546332834062,0.1690853590816368
5.0,68.43434343434343,0.052910928935470475,0.09982377391750705,0.11297943281831418
5.0,68.63636363636364,0.11703137282400128,0.08840886220574456,0.14667129624294153
5.0,68.83838383838383,0.22603802646629098,0.23960582681034504,0.32939966856426056
5.0,69.04040404040404,0.052934404784375194,0.07907400466321882,0.09515644709295758
5.0,69.24242424242425,0.02739943091390691,0.034650428138209594,0.04417443813527439
5.0,69.44444444444444,-0.13502314704590423,-0.0015561695474532108,0.13503211433522136
5.0,69.64646464646465,0.262517695611873,-0.0437810242319537,0.26614341733765823
5.0,69.84848484848484,0.20508228462839018,0.007988820539089135,0.2052378247838488
5.0,70.05050505050505,0.2977689948977653,-0.12406569385960846,0.3225812621887568
5.0,70.25252525252526,-0.09026097967780285,-0.051222632997684585,0.10378247724742469
5.0,70.45454545454545,0.03631367271786182,-0.1283544581221643,0.1333924651023978
5.0,70.65656565656566,0.1547860295485167,-0.1710326315859761,0.2306748274316435
5.0,70.85858585858585,0.10476333547003877,-0.6863790107862976,0.6943280945682555
5.0,71.06060606060606,0.003743735160940176,-0.13001918180525388,0.1300730686585925
5.0,71.26262626262626,0.16529015556108498,-0.12811100839416698,0.20912500088984576
5.0,71.46464646464646,0.06063202178274808,-0.0743760077142109,0.09595849409493669
5.0,71.66666666666667,0.2963373026957698,-0.35064883089953475,0.45909737483481083
5.0,71.86868686868686,0.04988806860297682,-0.10819753447271555,0.11914497830336698
5.0,72.07070707070707,0.31270125947788163,0.010729811603581071,0.3128852929367275
5.0,72.27272727272727,0.12840266064487074,-0.04558963404485185,0.13625585489447914
5.0,72.47474747474747,0.09567223086557984,-0.1505104405696001,0.1783439611516239
5.0,72.67676767676768,0.11176217821690328,-0.04039036190745871,0.11883671913513238
5.0,72.87878787878788,0.08770659693412655,-0.061580972786885596,0.10716652161540227
5.0,73.08080808080808,-0.11442471435128061,0.42342021845641226,0.438608819624102
5.0,73.28282828282828,0.16109943207284777,-0.03198472144415427,0.16424387178843
5.0,73.48484848484848,0.11749238441825928,-0.1413424558719585,0.18379921171812613
5.0,73.68686868686869,0.17955348101265842,0.014947104655497027,0.18017455003786043
5.0,73.88888888888889,0.21580788327312617,-0.04844002175439242,0.22117748120094247
