latitude,longitude,ssh
5.0,65.0,-0.0448167493589593
5.0,65.20202020202021,-0.008752188365447486
5.0,65.4040404040404,0.06599554810245004
5.0,65.60606060606061,0.10094097790114161
5.0,65.8080808080808,0.14599890506549687
5.0,66.01010101010101,0.1995972026021788
5.0,66.21212121212122,0.22561326225179584
5.0,66.41414141414141,0.2341921526548418
5.0,66.61616161616162,0.20484269475110586
5.0,66.81818181818181,0.1909834092599126
5.0,67.02020202020202,0.17079873612646565
5.0,67.22222222222223,0.12227709923905807
5.0,67.42424242424242,0.0640850943597991
5.0,67.62626262626263,0.02712377775742418
5.0,67.82828282828282,-0.039079774989090786
5.0,68.03030303030303,-0.06557612497913072
5.0,68.23232323232324,-0.11142969505887712
5.0,68.43434343434343,-0.15195232416651108
5.0,68.63636363636364,-0.16150929419774934
5.0,68.83838383838383,-0.1783921621530541
5.0,69.04040404040404,-0.16416889624775977
5.0,69.24242424242425,-0.13939927821415155
5.0,69.44444444444444,-0.12179035223217562
5.0,69.64646464646465,-0.08255970684330806
5.0,69.84848484848484,-0.04017363857434852
5.0,70.05050505050505,0.0394306647290729
5.0,70.25252525252526,0.11088644724077758
5.0,70.45454545454545,0.1676816739593039
5.0,70.65656565656566,0.2080642969350091
5.0,70.85858585858585,0.22826491377406466
5.0,71.06060606060606,0.22713370393019683
5.0,71.26262626262626,0.23490332160849242
5.0,71.46464646464646,0.20797585091974122
5.0,71.66666666666667,0.1575893130243798
5.0,71.86868686868686,0.09750251355355809
5.0,72.07070707070707,0.02806121943984807
5.0,72.27272727272727,-0.07783341001182859
5.0,72.47474747474747,-0.16057440763179892
5.0,72.67676767676768,-0.2223311177325003
5.0,72.87878787878788,-0.25719323115425613
5.0,73.08080808080808,-0.2829560296301321
5.0,73.28282828282828,-0.268939294422506
5.0,73.48484848484848,-0.24111356869541226
5.0,73.68686868686869,-0.1990868406898733
5.0,73.88888888888889,-0.13349991070826447
5.0,74.0909090909091,-0.05594526679048622
5.0,74.29292929292929,0.007431190789783552
5.0,74.4949494949495,0.11531746873709077
5.0,74.6969696969697,0.174848717797074
5.0,74.8989898989899,0.22455882287447856
5.0,75.1010101010101,0.2554344062129847
5.0,75.3030303030303,0.276790178362122
5.0,75.5050505050505,0.25086299031168424
5.0,75.70707070707071,0.19332769863461186
5.0,75.9090909090909,0.15293467884334144
5.0,76.11111111111111,0.05964085390960374
5.0,76.31313131313131,-0.002744242972808168
5.0,76.51515151515152,-0.07622420036065601
5.0,76.71717171717171,-0.13417579577067207
5.0,76.91919191919192,-0.1751816548168697
5.0,77.12121212121212,-0.23895264199438712
5.0,77.32323232323232,-0.23729905433009324
5.0,77.52525252525253,-0.22728064216321636
